"ID","School","BA","DLS","Ethnic","FS","Gender","LC","comb_name","row_name"
8001,"80-41",1,0,1,1,0,2,32,1389
8003,"80-41",1,0,1,0,1,0,27,1390
8006,"80-41",2,1,1,2,0,2,71,1391
8007,"80-41",1,0,1,1,0,2,32,1392
8008,"80-41",2,0,1,0,1,1,55,1393
8009,"80-41",1,1,1,0,0,1,37,1394
8010,"80-41",2,1,1,1,1,2,68,1395
8011,"80-41",0,1,1,1,1,0,12,1396
8201,"82-44",2,2,1,1,1,2,77,1397
8202,"82-44",1,2,1,2,1,2,53,1398
8203,"82-44",1,2,1,1,1,1,49,1399
8204,"82-44",2,1,1,1,1,2,68,1400
8205,"82-44",1,2,1,2,0,2,53,1401
8206,"82-44",2,1,1,2,1,2,71,1402
8207,"82-44",0,0,1,1,1,1,4,1403
8208,"82-44",1,1,0,2,0,2,44,1404
8209,"82-44",2,2,0,2,1,2,80,1405
8210,"82-44",1,0,1,2,0,2,35,1406
8211,"82-44",0,0,1,0,1,0,0,1407
8213,"82-44",1,1,1,0,0,1,37,1408
8215,"82-44",0,0,1,0,0,0,0,1409
8216,"82-44",0,0,1,0,0,0,0,1410
8217,"82-44",0,0,1,0,0,0,0,1411
8218,"82-44",1,1,1,2,1,1,43,1412
8219,"82-44",0,0,1,0,1,0,0,1413
8220,"82-44",0,0,1,0,0,0,0,1414
8222,"82-44",1,0,1,0,0,0,27,1415
8223,"82-44",0,0,1,0,0,0,0,1416
8224,"82-44",0,0,1,0,1,0,0,1417
8225,"82-44",1,0,0,0,1,0,27,1418
8226,"82-44",2,1,1,1,1,2,68,1419
8227,"82-44",1,0,1,0,1,0,27,1420
8228,"82-44",0,0,1,0,0,1,1,1421
8229,"82-44",1,0,1,2,0,1,34,1422
8230,"82-44",0,1,1,0,0,0,9,1423
8231,"82-44",0,0,0,0,0,0,0,1424
8232,"82-44",0,0,0,0,0,0,0,1425
8233,"82-44",0,1,1,2,0,2,17,1426
8234,"82-44",0,0,1,0,1,1,1,1427
8235,"82-44",2,1,1,1,1,2,68,1428
8236,"82-44",2,1,1,2,1,2,71,1429
8237,"82-44",0,0,0,0,0,0,0,1430
8239,"82-44",0,1,1,0,1,2,11,1431
8241,"82-44",1,1,1,1,0,2,41,1432
8242,"82-44",1,0,1,1,0,1,31,1433
8243,"82-44",1,0,1,1,0,1,31,1434
8244,"82-44",2,1,0,2,0,1,70,1435
8245,"82-44",1,0,1,1,0,0,30,1436
8246,"82-44",0,0,1,1,0,1,4,1437
8247,"82-44",2,0,1,1,1,1,58,1438
8248,"82-44",0,0,0,1,1,0,3,1439
8249,"82-44",0,0,0,1,1,0,3,1440
8250,"82-44",0,0,0,0,0,0,0,1441
8251,"82-44",0,0,1,1,0,0,3,1442
8252,"82-44",1,1,1,2,0,2,44,1443
8253,"82-44",1,1,1,0,1,1,37,1444
8254,"82-44",0,0,1,0,0,0,0,1445
8255,"82-44",0,0,1,1,0,1,4,1446
8256,"82-44",0,1,0,1,0,2,14,1447
8257,"82-44",1,1,0,1,0,2,41,1448
8259,"82-44",0,0,0,1,0,1,4,1449
8260,"82-44",1,1,1,1,1,2,41,1450
8261,"82-44",1,0,0,1,1,2,32,1451
8262,"82-44",0,0,0,1,1,2,5,1452
8263,"82-44",1,1,1,2,0,2,44,1453
8264,"82-44",0,1,0,1,1,2,14,1454
8265,"82-44",1,1,0,1,0,2,41,1455
8266,"82-44",0,0,0,0,0,0,0,1456
8267,"82-44",0,0,0,1,0,0,3,1457
8268,"82-44",0,0,1,1,0,0,3,1458
8269,"82-44",1,0,1,0,0,1,28,1459
9601,"96-53",0,0,1,2,1,2,8,1460
9602,"96-53",0,0,1,1,0,1,4,1461
9603,"96-53",2,2,1,1,0,2,77,1462
9604,"96-53",0,0,1,0,0,0,0,1463
9605,"96-53",1,0,0,0,0,0,27,1464
9606,"96-53",2,1,1,1,0,1,67,1465
9607,"96-53",0,0,1,0,0,1,1,1466
9608,"96-53",0,0,1,0,0,0,0,1467
9609,"96-53",0,0,1,1,0,2,5,1468
9610,"96-53",0,0,1,0,0,0,0,1469
9611,"96-53",2,2,0,1,1,2,77,1470
9612,"96-53",1,1,1,1,1,2,41,1471
11201,"112-56",1,1,0,2,1,1,43,1472
11202,"112-56",0,0,0,0,0,0,0,1473
11203,"112-56",2,1,0,1,0,1,67,1474
11204,"112-56",1,0,0,2,0,0,33,1475
11205,"112-56",0,0,0,1,0,0,3,1476
11206,"112-56",1,1,1,2,0,1,43,1477
11207,"112-56",1,1,1,1,0,0,39,1478
11209,"112-56",1,2,1,2,0,1,52,1479
11210,"112-56",0,1,1,2,0,1,16,1480
11211,"112-56",1,1,1,2,0,1,43,1481
11212,"112-56",0,0,1,2,0,0,6,1482
11213,"112-56",0,0,0,1,0,0,3,1483
11214,"112-56",1,2,1,2,1,2,53,1484
11215,"112-56",0,0,0,1,0,0,3,1485
11217,"112-56",0,1,0,1,1,2,14,1486
11218,"112-56",1,2,0,1,1,2,50,1487
11219,"112-56",1,1,1,1,1,0,39,1488
11222,"112-56",1,1,1,1,0,1,40,1489
11224,"112-56",1,1,0,1,1,2,41,1490
11225,"112-56",1,1,0,1,0,1,40,1491
11226,"112-56",1,2,0,1,0,2,50,1492
11227,"112-56",0,0,1,0,1,0,0,1493
12401,"124-57",1,0,1,0,0,1,28,1494
12403,"124-57",0,1,1,1,1,2,14,1495
12404,"124-57",0,0,1,0,0,1,1,1496
12405,"124-57",2,1,1,2,1,2,71,1497
12407,"124-57",0,1,1,0,0,1,10,1498
12408,"124-57",0,0,1,0,0,0,0,1499
12409,"124-57",0,0,1,0,1,0,0,1500
12411,"124-57",0,1,1,1,0,1,13,1501
12413,"124-57",0,0,1,0,1,0,0,1502
12414,"124-57",1,0,1,1,1,0,30,1503
12415,"124-57",0,0,1,1,1,0,3,1504
12416,"124-57",2,0,1,0,0,0,54,1505
12419,"124-57",1,1,1,0,0,2,38,1506
12421,"124-57",0,0,1,1,0,0,3,1507
12423,"124-57",1,1,0,0,1,1,37,1508
12424,"124-57",1,0,1,0,0,1,28,1509
12427,"124-57",2,2,1,1,0,1,76,1510
12428,"124-57",2,0,1,0,0,2,56,1511
12430,"124-57",1,1,1,1,1,2,41,1512
12432,"124-57",2,2,1,1,1,2,77,1513
12433,"124-57",2,1,1,0,0,1,64,1514
12501,"125-58",2,1,0,0,1,0,63,1515
12502,"125-58",0,0,1,0,1,0,0,1516
12503,"125-58",1,0,1,0,1,0,27,1517
12504,"125-58",2,2,1,1,1,1,76,1518
12505,"125-58",0,0,1,0,1,0,0,1519
12506,"125-58",2,1,1,1,1,1,67,1520
12507,"125-58",1,1,0,0,1,1,37,1521
12508,"125-58",1,1,1,0,1,1,37,1522
12509,"125-58",2,1,1,1,1,1,67,1523
12510,"125-58",1,1,0,1,1,1,40,1524
12511,"125-58",1,1,1,1,0,1,40,1525
12512,"125-58",2,2,0,2,1,2,80,1526
12516,"125-58",0,0,1,0,0,0,0,1527
12517,"125-58",0,0,1,0,1,0,0,1528
12518,"125-58",0,0,1,0,1,0,0,1529
12520,"125-58",0,0,1,0,0,0,0,1530
12521,"125-58",0,0,0,0,0,1,1,1531
12522,"125-58",0,0,1,0,0,0,0,1532
12524,"125-58",0,0,1,0,0,0,0,1533
12525,"125-58",0,0,1,0,1,0,0,1534
12526,"125-58",0,0,1,0,0,1,1,1535
12527,"125-58",0,0,1,0,0,0,0,1536
12528,"125-58",0,1,1,1,1,1,13,1537
12529,"125-58",1,0,1,0,0,0,27,1538
12530,"125-58",1,1,1,0,1,1,37,1539
12531,"125-58",0,1,1,2,0,0,15,1540
27822,"27-13",1,0,1,0,1,0,27,1541
27824,"27-13",0,0,1,0,0,0,0,1542
27825,"27-13",0,0,1,0,0,0,0,1543
27826,"27-13",0,1,1,0,0,1,10,1544
27827,"27-13",0,0,1,0,0,0,0,1545
27828,"27-13",0,0,1,0,0,0,0,1546
27829,"27-13",0,0,1,0,1,0,0,1547
27830,"27-13",0,0,1,0,0,0,0,1548
27831,"27-13",0,0,1,0,1,0,0,1549
27832,"27-13",1,0,1,0,1,0,27,1550
27833,"27-13",1,0,1,0,0,0,27,1551
27834,"27-13",0,0,1,0,0,0,0,1552
27835,"27-13",0,0,1,0,0,0,0,1553
27836,"27-13",0,0,1,0,1,0,0,1554
27837,"27-13",1,1,1,1,1,2,41,1555
27838,"27-13",0,0,1,0,0,0,0,1556
27839,"27-13",0,0,1,0,1,0,0,1557
27840,"27-13",1,0,1,0,1,0,27,1558
27841,"27-13",1,0,1,0,1,0,27,1559
27842,"27-13",0,0,0,0,0,0,0,1560
27843,"27-13",2,1,1,0,1,1,64,1561
27844,"27-13",0,0,1,0,1,0,0,1562
69330,"69-36",1,2,1,2,0,2,53,1563
69331,"69-36",2,2,1,2,0,0,78,1564
69332,"69-36",0,1,1,2,0,0,15,1565
69334,"69-36",2,2,1,1,0,2,77,1566
78335,"78-40",1,0,1,1,1,0,30,1567
78336,"78-40",1,1,1,1,1,1,40,1568
78337,"78-40",1,2,1,1,0,1,49,1569
78338,"78-40",1,1,1,2,0,1,43,1570
78339,"78-40",0,0,1,1,1,1,4,1571
78340,"78-40",2,1,0,2,0,0,69,1572
89800,"89-48",1,0,1,0,0,0,27,1573
89801,"89-48",0,1,1,0,1,1,10,1574
89802,"89-48",2,1,1,0,1,1,64,1575
89803,"89-48",2,2,1,1,1,0,75,1576
89804,"89-48",0,0,1,0,0,0,0,1577
89805,"89-48",0,1,1,0,0,0,9,1578
89806,"89-48",0,0,1,0,0,0,0,1579
89807,"89-48",1,1,1,1,1,0,39,1580
90201,"902-66",0,0,1,0,0,0,0,1581
90202,"902-66",2,1,0,1,1,2,68,1582
90203,"902-66",0,0,1,1,0,1,4,1583
90204,"902-66",1,1,0,0,1,1,37,1584
90205,"902-66",0,0,1,0,0,0,0,1585
90206,"902-66",1,0,1,0,0,0,27,1586
90207,"902-66",0,0,0,0,0,0,0,1587
90208,"902-66",0,0,1,1,0,1,4,1588
90209,"902-66",1,1,1,1,1,1,40,1589
90210,"902-66",1,2,1,1,0,1,49,1590
90211,"902-66",2,2,1,1,1,1,76,1591
90212,"902-66",0,0,1,0,1,0,0,1592
90213,"902-66",1,1,1,1,1,1,40,1593
90214,"902-66",0,0,1,0,0,1,1,1594
90216,"902-66",1,0,1,2,1,2,35,1595
90217,"902-66",2,1,1,1,1,0,66,1596
90218,"902-66",2,2,1,0,1,1,73,1597
90219,"902-66",0,0,1,0,0,0,0,1598
90220,"902-66",0,1,1,0,1,0,9,1599
90221,"902-66",1,1,1,2,1,1,43,1600
90222,"902-66",0,0,0,0,0,0,0,1601
90223,"902-66",2,1,1,0,1,0,63,1602
90224,"902-66",0,1,1,1,1,1,13,1603
90225,"902-66",1,1,0,1,1,1,40,1604
90226,"902-66",0,0,1,1,1,1,4,1605
90227,"902-66",2,2,1,1,1,1,76,1606
90228,"902-66",1,1,1,0,1,1,37,1607
90229,"902-66",0,0,1,1,0,0,3,1608
90230,"902-66",1,1,1,0,1,0,36,1609
90231,"902-66",0,0,1,0,0,0,0,1610
90232,"902-66",2,1,1,1,0,1,67,1611
90233,"902-66",0,0,1,0,0,0,0,1612
90234,"902-66",0,1,1,1,1,1,13,1613
90235,"902-66",1,1,1,0,1,0,36,1614
90236,"902-66",1,0,1,0,0,0,27,1615
91001,"910-67",0,0,1,0,0,0,0,1616
91002,"910-67",0,0,1,0,0,0,0,1617
91003,"910-67",0,0,1,0,1,0,0,1618
91004,"910-67",0,0,1,0,1,0,0,1619
91005,"910-67",0,0,1,0,1,0,0,1620
91006,"910-67",0,0,1,0,1,0,0,1621
91007,"910-67",1,0,1,0,1,1,28,1622
91008,"910-67",0,0,1,0,1,1,1,1623
91009,"910-67",1,0,1,0,0,0,27,1624
91010,"910-67",0,0,1,0,0,0,0,1625
91011,"910-67",0,1,0,0,0,0,9,1626
91012,"910-67",1,1,0,0,1,1,37,1627
91201,"912-68",0,0,1,0,0,0,0,1628
91202,"912-68",0,0,1,0,0,0,0,1629
91203,"912-68",0,0,1,0,0,1,1,1630
91204,"912-68",1,0,1,0,0,0,27,1631
91205,"912-68",0,0,1,0,0,0,0,1632
91206,"912-68",0,0,1,0,1,0,0,1633
91207,"912-68",2,0,1,1,1,2,59,1634
91208,"912-68",1,0,1,0,1,0,27,1635
91209,"912-68",0,0,1,0,1,0,0,1636
91210,"912-68",0,0,1,0,1,0,0,1637
91211,"912-68",0,0,1,0,1,0,0,1638
91212,"912-68",0,0,1,0,1,0,0,1639
91213,"912-68",0,0,1,0,1,0,0,1640
91214,"912-68",0,0,1,0,1,0,0,1641
91215,"912-68",0,0,1,1,1,0,3,1642
91216,"912-68",0,0,1,0,1,0,0,1643
91217,"912-68",0,0,0,0,0,1,1,1644
91218,"912-68",1,0,1,0,0,1,28,1645
91219,"912-68",0,1,1,1,0,1,13,1646
91220,"912-68",0,0,1,0,0,0,0,1647
91221,"912-68",0,0,1,0,1,0,0,1648
91222,"912-68",0,0,1,0,0,1,1,1649
91223,"912-68",0,0,1,0,1,0,0,1650
91224,"912-68",0,0,1,0,1,0,0,1651
91225,"912-68",0,0,1,0,1,0,0,1652
91226,"912-68",0,0,1,0,0,0,0,1653
91227,"912-68",0,0,1,0,0,0,0,1654
91228,"912-68",0,1,1,0,1,0,9,1655
91229,"912-68",0,1,1,0,0,0,9,1656
91230,"912-68",0,0,1,0,1,0,0,1657
91231,"912-68",0,0,1,0,0,0,0,1658
91232,"912-68",0,1,1,0,0,0,9,1659
91233,"912-68",0,1,1,0,0,0,9,1660
91234,"912-68",0,0,1,0,0,0,0,1661
91235,"912-68",0,0,1,0,0,0,0,1662
91236,"912-68",0,0,1,0,0,0,0,1663
91237,"912-68",0,0,1,0,0,0,0,1664
91239,"912-68",0,1,0,0,0,0,9,1665
91240,"912-68",0,0,1,0,0,0,0,1666
91241,"912-68",0,0,1,1,1,0,3,1667
91243,"912-68",0,0,0,0,0,0,0,1668
91244,"912-68",1,1,1,1,0,2,41,1669
91245,"912-68",0,1,1,0,0,2,11,1670
91246,"912-68",0,0,1,0,0,0,0,1671
91247,"912-68",0,0,1,0,0,0,0,1672
91248,"912-68",0,0,1,0,0,0,0,1673
91249,"912-68",0,0,1,0,0,0,0,1674
91901,"919-69",1,1,1,0,1,2,38,1675
91902,"919-69",0,0,1,0,0,1,1,1676
91903,"919-69",0,0,1,0,0,1,1,1677
91904,"919-69",0,0,1,0,0,0,0,1678
91905,"919-69",1,0,1,0,0,0,27,1679
91906,"919-69",0,0,1,0,0,1,1,1680
91907,"919-69",0,0,1,0,0,0,0,1681
91908,"919-69",0,0,1,0,1,0,0,1682
91909,"919-69",0,0,0,0,1,1,1,1683
91910,"919-69",0,0,1,0,1,0,0,1684
91911,"919-69",0,0,1,0,0,0,0,1685
91912,"919-69",0,1,1,0,1,0,9,1686
91913,"919-69",0,0,1,0,1,0,0,1687
91914,"919-69",0,0,1,0,0,0,0,1688
91915,"919-69",0,0,1,0,1,0,0,1689
91916,"919-69",1,0,1,0,1,1,28,1690
92001,"920-70",0,0,0,0,1,0,0,1691
92002,"920-70",2,0,1,0,1,1,55,1692
92003,"920-70",0,0,1,0,1,0,0,1693
92004,"920-70",0,0,1,0,0,0,0,1694
92005,"920-70",0,1,1,1,0,2,14,1695
92006,"920-70",0,0,1,0,1,1,1,1696
92007,"920-70",1,1,1,1,0,2,41,1697
92009,"920-70",0,0,1,1,0,1,4,1698
92010,"920-70",0,0,1,0,1,1,1,1699
92011,"920-70",0,1,1,0,0,0,9,1700
92012,"920-70",1,0,0,1,1,0,30,1701
92013,"920-70",2,1,1,0,1,1,64,1702
92014,"920-70",0,0,1,0,0,1,1,1703
92015,"920-70",0,0,1,0,1,0,0,1704
92016,"920-70",2,0,0,1,0,1,58,1705
92017,"920-70",0,0,1,1,1,0,3,1706
92201,"922-71",0,2,1,2,1,2,26,1707
92202,"922-71",1,2,1,2,1,2,53,1708
92203,"922-71",2,2,1,2,1,2,80,1709
92204,"922-71",0,1,1,0,1,1,10,1710
92205,"922-71",1,2,1,1,1,2,50,1711
92206,"922-71",0,1,1,1,0,1,13,1712
92207,"922-71",2,2,1,1,1,2,77,1713
92208,"922-71",0,0,1,0,1,0,0,1714
92209,"922-71",0,0,1,1,1,0,3,1715
92211,"922-71",0,1,1,1,0,2,14,1716
92212,"922-71",2,1,1,1,1,1,67,1717
92213,"922-71",0,1,1,2,0,2,17,1718
92214,"922-71",1,1,1,1,1,1,40,1719
92215,"922-71",0,0,1,0,1,1,1,1720
92216,"922-71",0,0,1,0,0,0,0,1721
92217,"922-71",2,2,1,1,1,2,77,1722
92218,"922-71",0,0,1,0,0,0,0,1723
92219,"922-71",1,1,1,1,0,2,41,1724
92220,"922-71",1,1,1,1,0,1,40,1725
92222,"922-71",1,1,1,0,1,0,36,1726
92223,"922-71",2,1,1,0,0,0,63,1727
92226,"922-71",1,2,1,2,1,2,53,1728
92227,"922-71",0,1,1,1,1,2,14,1729
92228,"922-71",1,2,1,1,0,2,50,1730
92229,"922-71",0,1,1,0,1,1,10,1731
92306,"923-72",2,1,0,0,1,2,65,1732
92307,"923-72",1,2,1,1,0,2,50,1733
92309,"923-72",2,1,1,2,1,2,71,1734
92311,"923-72",0,1,1,0,1,2,11,1735
92312,"923-72",2,2,1,1,1,2,77,1736
92313,"923-72",0,1,1,1,1,2,14,1737
92317,"923-72",0,0,1,0,0,1,1,1738
92318,"923-72",0,1,1,0,0,1,10,1739
92320,"923-72",0,1,1,1,1,2,14,1740
92403,"924-73",2,1,1,1,1,2,68,1741
92404,"924-73",0,0,0,0,0,0,0,1742
92405,"924-73",1,0,1,0,0,2,29,1743
92406,"924-73",1,1,1,0,0,0,36,1744
92407,"924-73",0,0,1,0,0,0,0,1745
92408,"924-73",1,0,1,0,0,0,27,1746
92409,"924-73",0,0,1,0,0,0,0,1747
92410,"924-73",1,1,1,0,0,1,37,1748
92413,"924-73",0,0,0,1,0,1,4,1749
92414,"924-73",0,0,1,0,0,1,1,1750
92415,"924-73",1,1,1,1,1,1,40,1751
92416,"924-73",1,0,1,1,1,2,32,1752
92417,"924-73",1,2,1,1,1,2,50,1753
92418,"924-73",0,0,1,0,0,0,0,1754
92419,"924-73",2,0,1,0,1,1,55,1755
92420,"924-73",0,0,1,1,0,1,4,1756
92421,"924-73",0,0,1,1,1,1,4,1757
92422,"924-73",0,0,1,0,0,1,1,1758
92423,"924-73",2,0,1,1,0,2,59,1759
92424,"924-73",1,0,0,0,0,2,29,1760
92701,"927-74",1,1,1,1,1,0,39,1761
92702,"927-74",2,2,0,1,0,1,76,1762
92703,"927-74",2,1,1,1,1,0,66,1763
92704,"927-74",0,0,1,1,0,0,3,1764
92705,"927-74",0,0,1,1,0,0,3,1765
92706,"927-74",0,1,1,2,0,0,15,1766
92707,"927-74",2,1,1,1,1,1,67,1767
93201,"932-75",0,0,1,1,0,1,4,1768
93202,"932-75",0,1,1,1,0,1,13,1769
93203,"932-75",0,0,1,1,1,0,3,1770
93204,"932-75",0,0,1,0,0,0,0,1771
93205,"932-75",0,0,1,1,0,1,4,1772
93206,"932-75",0,0,1,0,1,0,0,1773
93207,"932-75",1,0,1,1,0,2,32,1774
93208,"932-75",2,1,1,2,1,2,71,1775
93209,"932-75",0,1,1,0,1,1,10,1776
93210,"932-75",0,0,1,1,0,1,4,1777
93212,"932-75",0,1,1,0,0,0,9,1778
93213,"932-75",1,1,1,0,0,0,36,1779
93215,"932-75",0,0,1,0,1,1,1,1780
93216,"932-75",0,1,1,0,1,0,9,1781
93217,"932-75",0,0,1,1,0,1,4,1782
93220,"932-75",2,1,1,1,0,0,66,1783
93221,"932-75",0,0,1,0,1,0,0,1784
93222,"932-75",0,0,1,1,0,1,4,1785
93223,"932-75",0,1,1,1,1,1,13,1786
93224,"932-75",2,1,1,1,1,0,66,1787
93225,"932-75",2,2,1,1,1,1,76,1788
93226,"932-75",0,0,1,1,0,0,3,1789
98810,"98-54",1,0,1,0,1,0,27,1790
98811,"98-54",1,2,1,0,1,0,45,1791
98812,"98-54",1,2,1,2,0,1,52,1792
98813,"98-54",2,2,1,1,1,0,75,1793
98814,"98-54",0,1,1,0,0,0,9,1794
98815,"98-54",2,1,1,2,1,0,69,1795
98816,"98-54",2,1,1,1,0,0,66,1796
98817,"98-54",0,0,1,0,0,0,0,1797
98818,"98-54",1,0,1,1,1,0,30,1798
98819,"98-54",0,0,1,0,0,0,0,1799
98820,"98-54",1,1,1,2,0,1,43,1800
98821,"98-54",0,0,1,0,1,0,0,1801
99501,"995-78",2,2,0,0,0,2,74,1802
99502,"995-78",0,1,0,1,0,0,12,1803
99504,"995-78",1,1,0,2,1,0,42,1804
99505,"995-78",0,1,1,0,0,1,10,1805
99506,"995-78",0,1,0,0,0,0,9,1806
99507,"995-78",0,1,0,0,1,0,9,1807
99508,"995-78",1,0,0,1,1,0,30,1808
99509,"995-78",1,1,1,1,0,0,39,1809
99510,"995-78",0,1,0,0,0,1,10,1810
99511,"995-78",0,0,1,2,0,0,6,1811
99512,"995-78",2,1,0,2,0,1,70,1812
99514,"995-78",1,1,0,1,1,0,39,1813
99517,"995-78",2,2,0,2,1,2,80,1814
99518,"995-78",0,1,0,1,1,1,13,1815
99519,"995-78",2,1,0,1,1,1,67,1816
99520,"995-78",1,1,0,1,1,1,40,1817
99521,"995-78",0,1,0,1,0,1,13,1818
99522,"995-78",2,2,0,2,0,2,80,1819
99523,"995-78",2,2,0,2,1,2,80,1820
99601,"996-79",1,1,0,0,0,0,36,1821
99602,"996-79",1,1,0,1,0,1,40,1822
99603,"996-79",0,1,0,0,1,1,10,1823
99604,"996-79",0,1,0,0,1,1,10,1824
99606,"996-79",0,1,0,1,0,2,14,1825
99607,"996-79",1,0,0,0,0,1,28,1826
99608,"996-79",0,0,0,0,1,0,0,1827
99609,"996-79",1,0,0,0,0,0,27,1828
99610,"996-79",0,1,0,2,1,0,15,1829
99611,"996-79",0,0,0,0,0,0,0,1830
99612,"996-79",0,0,0,0,1,0,0,1831
99613,"996-79",0,0,0,0,0,0,0,1832
99614,"996-79",0,1,0,1,1,0,12,1833
99615,"996-79",1,1,0,0,0,0,36,1834
99616,"996-79",0,1,0,0,0,0,9,1835
99617,"996-79",0,1,0,0,0,2,11,1836
99618,"996-79",0,1,0,0,0,1,10,1837
99621,"996-79",0,2,0,0,1,1,19,1838
99622,"996-79",1,1,0,2,0,1,43,1839
99701,"997-80",0,1,0,0,0,0,9,1840
99702,"997-80",0,0,0,0,0,0,0,1841
99704,"997-80",0,0,0,0,0,0,0,1842
99706,"997-80",0,0,0,0,0,0,0,1843
99708,"997-80",0,1,0,0,0,0,9,1844
99710,"997-80",0,0,0,1,1,0,3,1845
99714,"997-80",2,1,0,0,0,1,64,1846
99715,"997-80",0,0,0,0,0,0,0,1847
99718,"997-80",1,1,0,1,0,0,39,1848
99719,"997-80",0,0,0,0,0,0,0,1849
99720,"997-80",0,0,0,1,1,0,3,1850
99721,"997-80",1,1,0,0,0,0,36,1851
99801,"998-81",0,0,0,0,0,0,0,1852
99802,"998-81",0,0,0,0,0,0,0,1853
99803,"998-81",1,0,0,0,0,0,27,1854
99804,"998-81",0,0,0,0,0,0,0,1855
99805,"998-81",0,0,0,0,0,0,0,1856
99806,"998-81",0,0,0,2,0,1,7,1857
99807,"998-81",0,0,0,0,1,0,0,1858
99808,"998-81",0,0,0,0,0,0,0,1859
99809,"998-81",0,0,0,2,1,1,7,1860
99810,"998-81",0,0,0,0,0,0,0,1861
99811,"998-81",0,0,0,0,0,0,0,1862
99812,"998-81",0,0,0,1,0,0,3,1863
99813,"998-81",0,0,0,1,0,1,4,1864
99815,"998-81",2,2,0,1,1,2,77,1865
99816,"998-81",0,0,0,1,0,0,3,1866
99818,"998-81",0,0,0,2,0,0,6,1867
99819,"998-81",0,0,0,1,0,0,3,1868
99820,"998-81",2,2,0,2,1,1,79,1869
99821,"998-81",0,0,0,1,1,1,4,1870
99822,"998-81",0,0,0,2,0,0,6,1871
99823,"998-81",0,0,0,0,0,0,0,1872
99824,"998-81",0,0,0,0,1,0,0,1873
99825,"998-81",0,0,0,0,0,0,0,1874
99901,"999-82",2,2,0,1,0,2,77,1875
99902,"999-82",0,1,0,1,1,2,14,1876
99903,"999-82",0,1,0,0,0,0,9,1877
99904,"999-82",0,1,1,1,0,0,12,1878
99906,"999-82",0,0,0,0,0,1,1,1879
99907,"999-82",0,0,0,0,0,0,0,1880
99908,"999-82",0,1,0,0,1,0,9,1881
99909,"999-82",1,1,0,1,0,2,41,1882
99910,"999-82",0,0,0,0,1,0,0,1883
99911,"999-82",0,0,0,0,0,0,0,1884
99912,"999-82",1,2,0,2,0,2,53,1885
99913,"999-82",1,1,0,0,0,1,37,1886
99914,"999-82",1,1,1,0,0,0,36,1887
99916,"999-82",0,0,0,0,1,0,0,1888
400009,"9-4",2,2,1,1,1,1,76,1889
400015,"100-55",2,2,0,2,1,2,80,1890
400017,"100-55",0,1,0,1,1,1,13,1891
400021,"7001-83",1,2,1,1,1,2,50,1892
400023,"7001-83",1,1,1,0,0,2,38,1893
400024,"7001-83",2,2,1,1,1,2,77,1894
400026,"7001-83",2,2,1,1,0,2,77,1895
400058,"19-9",1,2,1,1,0,2,50,1896
400063,"19-9",0,0,1,0,0,1,1,1897
400072,"22-11",1,1,1,1,1,2,41,1898
400083,"7002-84",2,2,1,1,1,2,77,1899
400090,"23-12",2,2,1,2,1,2,80,1900
400100,"7003-85",1,2,1,1,1,2,50,1901
400102,"7003-85",1,2,1,1,1,1,49,1902
400105,"7003-85",1,2,1,1,1,2,50,1903
400109,"7003-85",1,2,1,1,1,2,50,1904
400110,"7003-85",1,2,1,0,1,1,46,1905
400112,"100-55",2,2,0,2,1,2,80,1906
400113,"7003-85",1,2,0,1,1,2,50,1907
400114,"7003-85",2,2,1,2,0,2,80,1908
400115,"100-55",2,2,0,1,0,2,77,1909
400123,"7003-85",1,2,1,1,0,2,50,1910
400124,"7003-85",0,1,1,1,0,1,13,1911
400126,"7003-85",2,2,0,2,1,2,80,1912
400131,"7003-85",1,2,1,1,0,2,50,1913
400132,"7003-85",2,2,1,0,1,2,74,1914
400134,"7003-85",2,2,1,1,0,1,76,1915
400136,"7003-85",1,1,1,2,1,1,43,1916
400138,"7003-85",2,2,1,2,1,2,80,1917
400139,"7003-85",0,2,1,2,0,2,26,1918
400143,"7003-85",2,2,1,1,1,2,77,1919
400144,"7003-85",1,2,0,1,1,1,49,1920
400164,"60-32",1,2,1,1,1,2,50,1921
400174,"60-32",2,2,1,1,1,2,77,1922
400176,"60-32",2,2,1,0,1,1,73,1923
400183,"60-32",2,2,1,1,1,2,77,1924
400184,"7004-86",0,0,0,2,1,1,7,1925
400192,"7004-86",0,0,1,0,0,1,1,1926
400208,"69-35",2,2,1,2,0,2,80,1927
400228,"69-35",1,2,0,2,1,2,53,1928
400256,"7006-87",2,1,1,1,1,2,68,1929
400260,"7006-87",0,1,1,0,1,0,9,1930
400261,"7006-87",0,0,1,1,1,0,3,1931
400268,"7006-87",1,0,1,0,1,1,28,1932
400272,"7006-87",2,0,0,1,1,1,58,1933
400287,"7006-87",1,1,1,1,0,2,41,1934
400297,"7006-87",0,0,1,0,1,0,0,1935
400304,"3-1",2,2,1,2,1,2,80,1936
400333,"69-36",2,2,1,1,1,2,77,1937
400353,"7007-88",2,2,0,1,1,1,76,1938
400355,"79-39",0,0,1,0,0,0,0,1939
400357,"79-39",2,2,1,1,0,1,76,1940
400390,"79-39",2,2,1,2,1,1,79,1941
400396,"7008-89",2,1,0,2,1,2,71,1942
400400,"7008-89",2,2,1,1,1,2,77,1943
400410,"820-64",1,2,1,2,0,1,52,1944
400418,"820-64",1,2,1,1,1,2,50,1945
